Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
HandgunsLP1LongDesc,progression,skills,,,Increases handguns and SMG damage dealt by +5%.\nIncreases handguns and SMG reloading speed by +6%.,,,,,,ハンドガンとSMGのダメージが5%増加。\nハンドガンとSMGのリロード速度が6%増加。,,,,Увеличивает урон от пистолетов и пистолетов-пулеметов на +5%.\nУвеличивает скорость перезарядки пистолетов и пистолетов-пулеметов на +6%.,,手枪和SMG的伤害增加+5%。\n手枪和SMG的重新装填速度增加+6%。,手槍和衝鋒槍的傷害增加 +5%。\n手槍和衝鋒槍的重新載入速度增加 +6%。
HandgunsLP2LongDesc,progression,skills,,,Increases handguns and SMG damage dealt by +10%.\nIncreases handguns and SMG reloading speed by +12%.,,,,,,ハンドガンとSMGのダメージが10%増加。\nハンドガンとSMGのリロード速度が12%増加。,,,,Увеличивает урон от пистолетов и пистолетов-пулеметов на +10%.\nУвеличивает скорость перезарядки пистолетов и пистолетов-пулеметов на +12%.,,手枪和SMG的伤害增加+10%。\n手枪和SMG的重新装填速度增加+12%。,手槍和衝鋒槍的傷害增加 +10%。\n手槍和衝鋒槍的重新載入速度增加 +12%。
HandgunsLP3LongDesc,progression,skills,,,Increases handguns and SMG damage dealt by +15%.\nIncreases handguns and SMG reloading speed by +18%.,,,,,,ハンドガンとSMGのダメージが15%増加。\nハンドガンとSMGのリロード速度が18%増加。,,,,Увеличивает урон от пистолетов и пистолетов-пулеметов на +15%.\nУвеличивает скорость перезарядки пистолетов и пистолетов-пулеметов на +18%.,,手枪和SMG的伤害增加+15%。\n手枪和SMG的重新装填速度增加+18%。,手槍和衝鋒槍的傷害增加 +15%。\n手槍和衝鋒槍的重新載入速度增加 +18%。
HandgunsLP4LongDesc,progression,skills,,,Increases handguns and SMG damage dealt by +20%.\nIncreases handguns and SMG reloading speed by +24%.,,,,,,ハンドガンとSMGのダメージが20%増加。\nハンドガンとSMGのリロード速度が24%増加。,,,,Увеличивает урон от пистолетов и пистолетов-пулеметов на +20%.\nУвеличивает скорость перезарядки пистолетов и пистолетов-пулеметов на +24%.,,手枪和SMG的伤害增加+20%。\n手枪和SMG的重新装填速度增加+24%。,手槍和衝鋒槍的傷害增加 +20%。\n手槍和衝鋒槍的重新載入速度增加 +24%。
HandgunsLP5LongDesc,progression,skills,,,Increases handguns and SMG damage dealt by +25%.\nIncreases handguns and SMG reloading speed by +30%.\nTemporarily increases handguns and SMG damage dealt by +10% per kills.,,,,,,ハンドガンとSMGのダメージが25%増加。\nハンドガンとSMGのリロード速度が30%増加。\n撃破する毎にハンドガンとSMGのダメージが一時的に10%増加。,,,,Увеличивает урон от пистолетов и пистолетов-пулеметов на +25%.\nУвеличивает скорость перезарядки пистолетов и пистолетов-пулеметов на +30%.\nВременно увеличивает урон от пистолетов и пистолетов-пулеметов на +10% за убийство.,,手枪和SMG的伤害增加+25%。\n手枪和SMG的重新装填速度增加+30%。\n每次手枪和SMG的击杀将暂时地增加+10%手枪和SMG的伤害。,手槍和衝鋒槍的傷害增加 +25%。\n手槍和衝鋒槍的重新載入速度增加 +30%。\n每次手槍和衝鋒槍的擊殺將暫時地增加 +10% 手槍和衝鋒槍的傷害。

ShotgunsLPName,progression,perk,,,Shotguns,,,,,,ショットガン,,,,Дробовики,,霰弹枪,散彈獵槍
ShotgunsLPDesc,progression,perk,,,Mastering the effectiveness of shotgun weapons.\nGain temporarily buffs per enemy killed.\nBuffs effect lasts 7 seconds and can stack up to 3 times.\nStack with 'Boomstick'.,,,,,,ショットガンの効果を最大限に引き出す。\n撃破毎に一時的にバフを得る。\nバフ効果は7秒間持続し最大3回までスタック可能。\n『ブームスティック』と重複可能。,,,,Освоение эффективности дробовика.\nПолучайте временные баффы за каждого убитого врага.\nЭффект баффов длится 7 секунд и может суммироваться до 3 раз.\nЭффект складывается с 'Бум-палка'.,,精通霰弹枪武器的有效性。\n击杀敌人会获得暂时增益。\n增益效果持续7秒，最多可叠加3次。\n可与‘喷子’叠加。,掌握散彈獵槍武器的有效性。\n擊殺敵人會獲得暫時增益。\n增益效果持續 7 秒，最多可疊加 3 次。\n可與「移動靶射擊」疊加。
ShotgunsLP1Desc,progression,skills,,,\n+10% Shotgun Damage\n+4% Shotgun Reload Speed\n,,,,,,\nショットガンのダメージ+10%\nショットガンのリロード速度+4%\n,,,,\n+10% к урону дробовика\n+4% к скорости перезарядки дробовика\n,,\n+10%霰弹枪伤害\n+4%霰弹枪重新装填速度\n,\n+10% 散彈獵槍傷害\n+4% 散彈獵槍重新載入速度\n
ShotgunsLP2Desc,progression,skills,,,\n+20% Shotgun Damage\n+8% Shotgun Reload Speed\n,,,,,,\nショットガンのダメージ+20%\nショットガンのリロード速度+8%\n,,,,\n+20% к урону дробовика\n+8% к скорости перезарядки дробовика\n,,\n+20%霰弹枪伤害\n+8%霰弹枪重新装填速度\n,\n+20% 散彈獵槍傷害\n+8% 散彈獵槍重新載入速度\n
ShotgunsLP3Desc,progression,skills,,,\n+30% Shotgun Damage\n+12% Shotgun Reload Speed\n,,,,,,\nショットガンのダメージ+30%\nショットガンのリロード速度+12%\n,,,,\n+30% к урону дробовика\n+12% к скорости перезарядки дробовика\n,,\n+30%霰弹枪伤害\n+12%霰弹枪重新装填速度\n,\n+30% 散彈獵槍傷害\n+12% 散彈獵槍重新載入速度\n
ShotgunsLP4Desc,progression,skills,,,\n+40% Shotgun Damage\n+16% Shotgun Reload Speed\n,,,,,,\nショットガンのダメージ+40%\nショットガンのリロード速度+16%\n,,,,\n+40% к урону дробовика\n+16% к скорости перезарядки дробовика\n,,\n+40%霰弹枪伤害\n+16%霰弹枪重新装填速度\n,\n+40% 散彈獵槍傷害\n+16% 散彈獵槍重新載入速度\n
ShotgunsLP5Desc,progression,skills,,,\n+50% Shotgun Damage\n+20% Shotgun Reload Speed\n-10% Shotgun Projectile Spread Reduction per Killed\n,,,,,,\nショットガンのダメージ+50%\nショットガンのリロード速度+20%\n撃破毎に散弾の拡散-10%\n,,,,\n+50% к урону дробовика\n+20% к скорости перезарядки дробовика\n-10% Уменьшение разброса дроби за убийство\n,,\n+50%霰弹枪伤害\n+20%霰弹枪重新装填速度\n每击杀-10%霰弹枪弹丸扩散\n,\n+50% 散彈獵槍傷害\n+20% 散彈獵槍重新載入速度\n每擊殺 -10% 散彈獵槍彈丸擴散範圍\n
ShotgunsLP1LongDesc,progression,skills,,,Increases shotguns damage dealt by +10%.\nIncreases shotguns reloading speed by +4%.,,,,,,ショットガンのダメージが10%増加。\nショットガンのリロード速度が4%増加。,,,,Увеличивает урон дробовика на +10%.\nУвеличивает скорость перезарядки дробовиков на +4%.,,霰弹枪的伤害增加+10%。\n霰弹枪的重新装填速度增加+4%。,散彈獵槍的傷害增加 +10%。\n散彈獵槍的重新載入速度增加 +4%。
ShotgunsLP2LongDesc,progression,skills,,,Increases shotguns damage dealt by +20%.\nIncreases shotguns reloading speed by +8%.,,,,,,ショットガンのダメージが20%増加。\nショットガンのリロード速度が8%増加。,,,,Увеличивает урон дробовика на +20%.\nУвеличивает скорость перезарядки дробовиков на +8%.,,霰弹枪的伤害增加+20%。\n霰弹枪的重新装填速度增加+8%。,散彈獵槍的傷害增加 +20%。\n散彈獵槍的重新載入速度增加 +8%。
ShotgunsLP3LongDesc,progression,skills,,,Increases shotguns damage dealt by +30%.\nIncreases shotguns reloading speed by +12%.,,,,,,ショットガンのダメージが30%増加。\nショットガンのリロード速度が12%増加。,,,,Увеличивает урон дробовика на +30%.\nУвеличивает скорость перезарядки дробовиков на +12%.,,霰弹枪的伤害增加+30%。\n霰弹枪的重新装填速度增加+12%。,散彈獵槍的傷害增加 +30%。\n散彈獵槍的重新載入速度增加 +12%。
ShotgunsLP4LongDesc,progression,skills,,,Increases shotguns damage dealt by +40%.\nIncreases shotguns reloading speed by +16%.,,,,,,ショットガンのダメージが40%増加。\nショットガンのリロード速度が16%増加。,,,,Увеличивает урон дробовика на +40%.\nУвеличивает скорость перезарядки дробовиков на +16%.,,霰弹枪的伤害增加+40%。\n霰弹枪的重新装填速度增加+16%。,散彈獵槍的傷害增加 +40%。\n散彈獵槍的重新載入速度增加 +16%。
ShotgunsLP5LongDesc,progression,skills,,,Increases shotguns damage dealt by +50%.\nIncreases shotguns reloading speed by +20%.\nTemporarily reduces shotguns projectile spread by -10% per kills.,,,,,,ショットガンのダメージが50%増加。\nショットガンのリロード速度が20%増加。\n撃破する毎にショットガンの拡散を一時的に10%減少。,,,,Увеличивает урон дробовика на +50%.\nУвеличивает скорость перезарядки дробовиков на +20%.\nВременно уменьшает разброс дроби при выстреле на -10% за убийство.,,霰弹枪的伤害增加+50%。\n霰弹枪的重新装填速度增加+20%。\n每次霰弹枪的击杀将暂时地减少-10%霰弹枪的弹丸扩散。,散彈獵槍的傷害增加 +50%。\n散彈獵槍的重新載入速度增加 +20%。\n每次散彈獵槍的擊殺將暫時地減少 -10% 散彈獵槍的彈丸擴散範圍。
